"3.5","bdb.Bdb.break_anywhere"
"3.5","bdb.Bdb.user_call"
"3.5","bdb.Bdb.user_line"
"3.5","bdb.Bdb.user_return"
"3.5","bdb.Bdb.user_exception"
"3.5","bdb.Bdb.do_clear"
"3.5","bdb.Bdb.set_step"
"3.5","bdb.Bdb.set_next"
"3.5","bdb.Bdb.set_return"
"3.5","bdb.Bdb.set_until"
"3.5","bdb.Bdb.set_trace"
"3.5","bdb.Bdb.set_continue"
"3.5","bdb.Bdb.set_quit"
"3.5","bdb.Bdb.set_break"
"3.5","bdb.Bdb.clear_break"
"3.5","bdb.Bdb.clear_bpbynumber"
"3.5","bdb.Bdb.clear_all_file_breaks"
"3.5","bdb.Bdb.clear_all_breaks"
"3.5","bdb.Bdb.get_bpbynumber"
"3.5","bdb.Bdb.get_break"
"3.5","bdb.Bdb.get_breaks"
"3.5","bdb.Bdb.get_file_breaks"
"3.5","bdb.Bdb.get_all_breaks"
"3.5","bdb.Bdb.get_stack"
"3.5","bdb.Bdb.format_stack_entry"
"3.5","bdb.Bdb.run"
"3.5","bdb.Bdb.runeval"
"3.5","bdb.Bdb.runctx"
"3.5","bdb.Bdb.runcall"
"3.5","bdb.checkfuncname"
"3.5","bdb.effective"
"3.5","bdb.set_trace"
"3.5","binascii.a2b_uu"
"3.5","binascii.b2a_uu"
"3.5","binascii.a2b_base64"
"3.5","binascii.b2a_base64"
"3.5","binascii.a2b_qp"
"3.5","binascii.b2a_qp"
"3.5","binascii.a2b_hqx"
"3.5","binascii.rledecode_hqx"
"3.5","binascii.rlecode_hqx"
"3.5","binascii.b2a_hqx"
"3.5","binascii.crc_hqx"
"3.5","binascii.crc32"
"3.5","binascii.b2a_hex"
"3.5","binascii.a2b_hex"
"3.5","binascii.Error"
"3.5","binascii.Incomplete"
"3.5","binhex.binhex"
"3.5","binhex.hexbin"
"3.5","binhex.Error"
"3.5","bisect.bisect_left"
"3.5","bisect.bisect_right"
"3.5","bisect.insort_left"
"3.5","bisect.insort_right"
"3.5","bz2.open"
"3.5","bz2.BZ2File"
"3.5","bz2.BZ2File.peek"
"3.5","bz2.BZ2Compressor"
"3.5","bz2.BZ2Compressor.compress"
"3.5","bz2.BZ2Compressor.flush"
"3.5","bz2.BZ2Decompressor"
"3.5","bz2.BZ2Decompressor.decompress"
"3.5","bz2.BZ2Decompressor.eof"
"3.5","bz2.BZ2Decompressor.unused_data"
"3.5","bz2.BZ2Decompressor.needs_input"
"3.5","bz2.compress"
"3.5","bz2.decompress"
"3.5","calendar.Calendar"
"3.5","calendar.Calendar.iterweekdays"
"3.5","calendar.Calendar.itermonthdates"
"3.5","calendar.Calendar.itermonthdays2"
"3.5","calendar.Calendar.itermonthdays"
"3.5","calendar.Calendar.monthdatescalendar"
"3.5","calendar.Calendar.monthdays2calendar"
"3.5","calendar.Calendar.monthdayscalendar"
"3.5","calendar.Calendar.yeardatescalendar"
"3.5","calendar.Calendar.yeardays2calendar"
"3.5","calendar.Calendar.yeardayscalendar"
"3.5","calendar.TextCalendar"
"3.5","calendar.TextCalendar.formatmonth"
"3.5","calendar.TextCalendar.prmonth"
"3.5","calendar.TextCalendar.formatyear"
"3.5","calendar.TextCalendar.pryear"
"3.5","calendar.HTMLCalendar"
"3.5","calendar.HTMLCalendar.formatmonth"
"3.5","calendar.HTMLCalendar.formatyear"
"3.5","calendar.HTMLCalendar.formatyearpage"
"3.5","calendar.LocaleTextCalendar"
"3.5","calendar.LocaleHTMLCalendar"
"3.5","calendar.setfirstweekday"
"3.5","calendar.firstweekday"
"3.5","calendar.isleap"
"3.5","calendar.leapdays"
"3.5","calendar.weekday"
"3.5","calendar.weekheader"
"3.5","calendar.monthrange"
"3.5","calendar.monthcalendar"
"3.5","calendar.prmonth"
"3.5","calendar.month"
"3.5","calendar.prcal"
"3.5","calendar.calendar"
"3.5","calendar.timegm"
"3.5","calendar.day_name"
"3.5","calendar.day_abbr"
"3.5","calendar.month_name"
"3.5","calendar.month_abbr"
"3.5","cgi.FieldStorage.getfirst"
"3.5","cgi.FieldStorage.getlist"
"3.5","cgi.parse"
"3.5","cgi.parse_qs"
"3.5","cgi.parse_qsl"
"3.5","cgi.parse_multipart"
"3.5","cgi.parse_header"
"3.5","cgi.test"
"3.5","cgi.print_environ"
"3.5","cgi.print_form"
"3.5","cgi.print_directory"
"3.5","cgi.print_environ_usage"
"3.5","cgi.escape"
"3.5","cgitb.enable"
"3.5","cgitb.handler"
"3.5","chunk.Chunk"
"3.5","chunk.Chunk.getname"
"3.5","chunk.Chunk.getsize"
"3.5","chunk.Chunk.close"
"3.5","chunk.Chunk.isatty"
"3.5","chunk.Chunk.seek"
"3.5","chunk.Chunk.tell"
"3.5","chunk.Chunk.read"
"3.5","chunk.Chunk.skip"
"3.5","cmath.phase"
"3.5","cmath.polar"
"3.5","cmath.rect"
"3.5","cmath.exp"
"3.5","cmath.log"
"3.5","cmath.log10"
"3.5","cmath.sqrt"
"3.5","cmath.acos"
"3.5","cmath.asin"
"3.5","cmath.atan"
"3.5","cmath.cos"
"3.5","cmath.sin"
"3.5","cmath.tan"
"3.5","cmath.acosh"
"3.5","cmath.asinh"
"3.5","cmath.atanh"
"3.5","cmath.cosh"
